PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence)
150895,8225,"sweet , genuine chemistry",3,"sweet , genuine chemistry",2,1,1.7647058823529411
150894,8225,perfect comic timing,4,perfect comic timing,2,2,1.7647058823529411
150893,8225,the actors ' perfect comic timing,4,the actors ' perfect comic timing,2,2,1.7647058823529411
150892,8225,the actors ' perfect comic timing and,3,the actors ' perfect comic timing and,2,1,1.7647058823529411
150881,8225,"Fortunately , Elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",3,"Fortunately , Elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",1,2,1.7647058823529411
100071,5251,The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,0,The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,4,4,1.7647058823529411
150891,8225,"the actors ' perfect comic timing and sweet , genuine chemistry",4,"the actors ' perfect comic timing and sweet , genuine chemistry",2,2,1.7647058823529411
150890,8225,"to the actors ' perfect comic timing and sweet , genuine chemistry",4,"to the actors ' perfect comic timing and sweet , genuine chemistry",2,2,1.7647058823529411
150889,8225,"thanks to the actors ' perfect comic timing and sweet , genuine chemistry",3,"thanks to the actors ' perfect comic timing and sweet , genuine chemistry",2,1,1.7647058823529411
150888,8225,too cloying,2,too cloying,2,0,1.7647058823529411
150887,8225,gets too cloying,1,gets too cloying,2,1,1.7647058823529411
150882,8225,", Elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",3,", Elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",1,2,1.7647058823529411
150897,8225,", genuine",4,", genuine",2,2,1.7647058823529411
100072,5251,is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,0,is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,4,4,1.7647058823529411
150884,8225,"never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",4,"never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",1,3,1.7647058823529411
100073,5251,is so formulaic and forgettable that it 's hardly over before it begins to fade from memory,0,is so formulaic and forgettable that it 's hardly over before it begins to fade from memory,4,4,1.7647058823529411
100074,5251,so formulaic and forgettable that it 's hardly over before it begins to fade from memory,0,so formulaic and forgettable that it 's hardly over before it begins to fade from memory,4,4,1.7647058823529411
100075,5251,formulaic and forgettable that it 's hardly over before it begins to fade from memory,1,formulaic and forgettable that it 's hardly over before it begins to fade from memory,4,3,1.7647058823529411
100076,5251,formulaic and forgettable,0,formulaic and forgettable,2,2,1.7647058823529411
100077,5251,that it 's hardly over before it begins to fade from memory,1,that it 's hardly over before it begins to fade from memory,2,1,1.7647058823529411
100078,5251,it 's hardly over before it begins to fade from memory,0,it 's hardly over before it begins to fade from memory,2,2,1.7647058823529411
100079,5251,'s hardly over before it begins to fade from memory,0,'s hardly over before it begins to fade from memory,2,2,1.7647058823529411
100080,5251,'s hardly over,2,'s hardly over,2,0,1.7647058823529411
100081,5251,hardly over,2,hardly over,2,0,1.7647058823529411
100082,5251,before it begins to fade from memory,1,before it begins to fade from memory,2,1,1.7647058823529411
100083,5251,it begins to fade from memory,1,it begins to fade from memory,2,1,1.7647058823529411
100084,5251,begins to fade from memory,1,begins to fade from memory,2,1,1.7647058823529411
100085,5251,to fade from memory,2,to fade from memory,2,0,1.7647058823529411
100086,5251,fade from memory,1,fade from memory,2,1,1.7647058823529411
150885,8225,"gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",3,"gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",1,2,1.7647058823529411
150886,8225,"gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry",3,"gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry",1,2,1.7647058823529411
100087,5251,from memory,2,from memory,2,0,1.7647058823529411
150883,8225,"Elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",4,"Elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",1,3,1.7647058823529411
73444,3753,comes out looking like something wholly original,4,comes out looking like something wholly original,2,2,1.7619047619047619
73435,3753,see a movie,3,see a movie,2,1,1.7619047619047619
73436,3753,that embraces its old-fashioned themes and in the process comes out looking like something wholly original,3,that embraces its old-fashioned themes and in the process comes out looking like something wholly original,0,3,1.7619047619047619
73449,3753,wholly original,2,wholly original,2,0,1.7619047619047619
73448,3753,something wholly original,3,something wholly original,2,1,1.7619047619047619
73447,3753,like something wholly original,4,like something wholly original,2,2,1.7619047619047619
73446,3753,looking like something wholly original,3,looking like something wholly original,2,1,1.7619047619047619
73445,3753,comes out,2,comes out,2,0,1.7619047619047619
73437,3753,that embraces its old-fashioned themes and,3,that embraces its old-fashioned themes and,2,1,1.7619047619047619
73432,3753,refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original,4,refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original,0,4,1.7619047619047619
73438,3753,that embraces its old-fashioned themes,3,that embraces its old-fashioned themes,2,1,1.7619047619047619
73439,3753,embraces its old-fashioned themes,3,embraces its old-fashioned themes,2,1,1.7619047619047619
73443,3753,the process comes out looking like something wholly original,3,the process comes out looking like something wholly original,2,1,1.7619047619047619
73442,3753,in the process comes out looking like something wholly original,3,in the process comes out looking like something wholly original,2,1,1.7619047619047619
73441,3753,old-fashioned themes,3,old-fashioned themes,2,1,1.7619047619047619
73440,3753,its old-fashioned themes,2,its old-fashioned themes,2,0,1.7619047619047619
73433,3753,to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original,3,to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original,0,3,1.7619047619047619
73434,3753,see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original,3,see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original,0,3,1.7619047619047619
73431,3753,'s refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original,3,'s refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original,0,3,1.7619047619047619
73430,3753,'s refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4,'s refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,0,4,1.7619047619047619
73429,3753,it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4,it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,0,4,1.7619047619047619
149308,8125,elegant and sly,3,elegant and sly,2,1,1.75
69279,3522,An awful snooze .,0,An awful snooze .,2,2,1.75
121243,6492,Watching it was painful,0,Watching it was painful,2,2,1.75
120943,6474,"No , I hate it .",0,"No , I hate it .",2,2,1.75
149305,8125,An elegant and sly deadpan comedy .,3,An elegant and sly deadpan comedy .,0,3,1.75
69280,3522,awful snooze .,0,awful snooze .,2,2,1.75
116278,6198,One of the worst films of 2002,1,One of the worst films of 2002,2,1,1.75
69281,3522,snooze .,1,snooze .,2,1,1.75
11170,480,Intelligent,4,Intelligent,2,2,1.75
11169,480,Intelligent and,3,Intelligent and,2,1,1.75
11168,480,Intelligent and moving,4,Intelligent and moving,2,2,1.75
11167,480,Intelligent and moving .,4,Intelligent and moving .,2,2,1.75
138665,7513,are puerile,0,are puerile,2,2,1.75
120946,6474,hate it .,1,hate it .,2,1,1.75
116279,6198,of the worst films of 2002,0,of the worst films of 2002,2,2,1.75
138664,7513,are puerile .,2,are puerile .,2,0,1.75
138663,7513,the gags are puerile .,0,the gags are puerile .,2,2,1.75
138662,7513,'s pathetic,0,'s pathetic,2,2,1.75
138661,7513,The story 's pathetic,0,The story 's pathetic,2,2,1.75
138660,7513,The story 's pathetic and,0,The story 's pathetic and,2,2,1.75
138659,7513,The story 's pathetic and the gags are puerile .,0,The story 's pathetic and the gags are puerile .,2,2,1.75
121244,6492,was painful,0,was painful,2,2,1.75
149306,8125,An elegant and sly deadpan,4,An elegant and sly deadpan,2,2,1.75
116280,6198,the worst films of 2002,0,the worst films of 2002,2,2,1.75
120945,6474,I hate it .,0,I hate it .,2,2,1.75
121242,6492,Watching it was painful .,0,Watching it was painful .,2,2,1.75
149307,8125,elegant and sly deadpan,3,elegant and sly deadpan,2,1,1.75
138658,7513,The story 's pathetic and the gags are puerile . .,0,The story 's pathetic and the gags are puerile . .,2,2,1.75
90264,4698,is worth the price of admission,3,is worth the price of admission,2,1,1.75
69282,3522,snooze,0,snooze,2,2,1.75
120944,6474,", I hate it .",0,", I hate it .",2,2,1.75
121241,6492,... Watching it was painful .,1,... Watching it was painful .,2,1,1.75
90263,4698,is worth the price of admission .,4,is worth the price of admission .,2,2,1.75
111599,5921,is powerful and provocative,4,is powerful and provocative,2,2,1.75
90262,4698,alone is worth the price of admission .,4,alone is worth the price of admission .,2,2,1.75
111596,5921,", the movie is powerful and provocative .",4,", the movie is powerful and provocative .",2,2,1.75
111595,5921,by Ryan Gosling -LRB- Murder by Numbers -RRB-,2,by Ryan Gosling -LRB- Murder by Numbers -RRB-,2,0,1.75
111594,5921,searing lead performance,4,searing lead performance,2,2,1.75
73530,3758,A moving and important film .,4,A moving and important film .,2,2,1.75
73531,3758,A moving and important film,4,A moving and important film,2,2,1.75
73532,3758,moving and important film,3,moving and important film,2,1,1.75
73533,3758,moving and important,4,moving and important,2,2,1.75
111593,5921,a searing lead performance,4,a searing lead performance,2,2,1.75
111592,5921,with a searing lead performance,4,with a searing lead performance,2,2,1.75
111591,5921,Blessed with a searing lead performance,3,Blessed with a searing lead performance,2,1,1.75
111590,5921,Blessed with a searing lead performance by Ryan Gosling -LRB- Murder by Numbers -RRB-,3,Blessed with a searing lead performance by Ryan Gosling -LRB- Murder by Numbers -RRB-,2,1,1.75
111589,5921,"Blessed with a searing lead performance by Ryan Gosling -LRB- Murder by Numbers -RRB- , the movie is powerful and provocative .",4,"Blessed with a searing lead performance by Ryan Gosling -LRB- Murder by Numbers -RRB- , the movie is powerful and provocative .",1,3,1.75
126158,6779,The Pianist is Polanski 's best film .,4,The Pianist is Polanski 's best film .,2,2,1.75
126159,6779,is Polanski 's best film .,3,is Polanski 's best film .,2,1,1.75
116277,6198,One of the worst films of 2002 .,0,One of the worst films of 2002 .,2,2,1.75
150013,8170,Snipes is both a snore and utter tripe .,1,Snipes is both a snore and utter tripe .,3,2,1.75
150014,8170,is both a snore and utter tripe .,0,is both a snore and utter tripe .,3,3,1.75
150015,8170,is both a snore and utter tripe,0,is both a snore and utter tripe,3,3,1.75
150016,8170,both a snore and utter tripe,2,both a snore and utter tripe,2,0,1.75
150017,8170,a snore and utter tripe,0,a snore and utter tripe,2,2,1.75
150018,8170,a snore and,1,a snore and,2,1,1.75
150019,8170,a snore,1,a snore,2,1,1.75
107780,5697,"smart , compelling",4,"smart , compelling",2,2,1.75
107779,5697,"smart , compelling drama",3,"smart , compelling drama",2,1,1.75
126160,6779,is Polanski 's best film,4,is Polanski 's best film,2,2,1.75
126161,6779,Polanski 's best film,4,Polanski 's best film,2,2,1.75
107778,5697,"A smart , compelling drama",4,"A smart , compelling drama",2,2,1.75
107777,5697,"A smart , compelling drama .",4,"A smart , compelling drama .",2,2,1.75
111598,5921,is powerful and provocative .,4,is powerful and provocative .,2,2,1.75
111597,5921,the movie is powerful and provocative .,4,the movie is powerful and provocative .,2,2,1.75
111600,5921,powerful and provocative,4,powerful and provocative,2,2,1.75
90261,4698,The soundtrack alone is worth the price of admission .,4,The soundtrack alone is worth the price of admission .,2,2,1.75
93765,4890,ingenious fun,4,ingenious fun,2,2,1.75
96999,5070,snoozer,0,snoozer,2,2,1.75
93764,4890,is ingenious fun,3,is ingenious fun,2,1,1.75
93763,4890,is ingenious fun .,4,is ingenious fun .,2,2,1.75
93762,4890,The movie is ingenious fun .,4,The movie is ingenious fun .,2,2,1.75
96998,5070,snoozer .,0,snoozer .,2,2,1.75
96997,5070,high-minded snoozer .,0,high-minded snoozer .,2,2,1.75
96996,5070,A high-minded snoozer .,1,A high-minded snoozer .,2,1,1.75
150020,8170,utter tripe,0,utter tripe,2,2,1.75
141885,7696,feels universal,3,feels universal,2,1,1.7333333333333334
141871,7696,"This is an extraordinary film , not least because it is Japanese and yet feels universal .",4,"This is an extraordinary film , not least because it is Japanese and yet feels universal .",0,4,1.7333333333333334
141872,7696,"is an extraordinary film , not least because it is Japanese and yet feels universal .",4,"is an extraordinary film , not least because it is Japanese and yet feels universal .",0,4,1.7333333333333334
141877,7696,an extraordinary film,4,an extraordinary film,2,2,1.7333333333333334
141873,7696,"is an extraordinary film , not least because it is Japanese and yet feels universal",4,"is an extraordinary film , not least because it is Japanese and yet feels universal",0,4,1.7333333333333334
141881,7696,is Japanese and yet feels universal,3,is Japanese and yet feels universal,3,0,1.7333333333333334
141884,7696,yet feels universal,3,yet feels universal,2,1,1.7333333333333334
141882,7696,is Japanese and,2,is Japanese and,3,1,1.7333333333333334
141878,7696,extraordinary film,4,extraordinary film,2,2,1.7333333333333334
141874,7696,"is an extraordinary film , not least",3,"is an extraordinary film , not least",0,3,1.7333333333333334
141875,7696,"an extraordinary film , not least",4,"an extraordinary film , not least",2,2,1.7333333333333334
141879,7696,because it is Japanese and yet feels universal,3,because it is Japanese and yet feels universal,3,0,1.7333333333333334
141880,7696,it is Japanese and yet feels universal,3,it is Japanese and yet feels universal,3,0,1.7333333333333334
141876,7696,"an extraordinary film ,",4,"an extraordinary film ,",2,2,1.7333333333333334
141883,7696,is Japanese,2,is Japanese,2,0,1.7333333333333334
132946,7170,"far-flung ,",1,"far-flung ,",2,1,1.7272727272727273
132948,7170,plain stupid,2,plain stupid,2,0,1.7272727272727273
132947,7170,far-flung,1,far-flung,2,1,1.7272727272727273
132944,7170,"far-flung , illogical ,",1,"far-flung , illogical ,",2,1,1.7272727272727273
132945,7170,"far-flung , illogical",1,"far-flung , illogical",2,1,1.7272727272727273
132943,7170,"far-flung , illogical , and",1,"far-flung , illogical , and",2,1,1.7272727272727273
132942,7170,"far-flung , illogical , and plain stupid",0,"far-flung , illogical , and plain stupid",2,2,1.7272727272727273
132941,7170,"is far-flung , illogical , and plain stupid",0,"is far-flung , illogical , and plain stupid",3,3,1.7272727272727273
132940,7170,"is far-flung , illogical , and plain stupid .",0,"is far-flung , illogical , and plain stupid .",3,3,1.7272727272727273
132939,7170,"the story is far-flung , illogical , and plain stupid .",0,"the story is far-flung , illogical , and plain stupid .",3,3,1.7272727272727273
132938,7170,"... the story is far-flung , illogical , and plain stupid .",0,"... the story is far-flung , illogical , and plain stupid .",3,3,1.7272727272727273
152188,8302,painful ride,0,painful ride,2,2,1.72
152187,8302,a painful ride,0,a painful ride,2,2,1.72
78827,4056,"its content , look , and style",2,"its content , look , and style",2,0,1.72
152165,8302,"if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .",0,"if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .",4,4,1.72
152447,8318,"exquisite , unfakable sense",3,"exquisite , unfakable sense",2,1,1.72
152448,8318,", unfakable sense",2,", unfakable sense",2,0,1.72
152449,8318,unfakable sense,2,unfakable sense,2,0,1.72
152450,8318,unfakable,2,unfakable,2,0,1.72
78832,4056,its content,2,its content,2,0,1.72
78831,4056,"its content ,",2,"its content ,",2,0,1.72
78830,4056,"its content , look",2,"its content , look",2,0,1.72
78829,4056,"its content , look ,",2,"its content , look ,",2,0,1.72
78828,4056,"its content , look , and",2,"its content , look , and",2,0,1.72
78826,4056,"is its content , look , and style",2,"is its content , look , and style",0,2,1.72
78825,4056,"original is its content , look , and style",3,"original is its content , look , and style",0,3,1.72
78824,4056,the body,2,the body,2,0,1.72
78823,4056,with the body,2,with the body,2,0,1.72
78822,4056,mind and,2,mind and,2,0,1.72
78821,4056,mind and spirit,3,mind and spirit,2,1,1.72
78820,4056,the mind and spirit,2,the mind and spirit,2,0,1.72
78819,4056,refreshes,3,refreshes,2,1,1.72
152446,8318,"an exquisite , unfakable sense",3,"an exquisite , unfakable sense",2,1,1.72
152445,8318,"an exquisite , unfakable sense of cinema",3,"an exquisite , unfakable sense of cinema",2,1,1.72
152444,8318,pitch-perfect acting,4,pitch-perfect acting,2,2,1.72
152434,8318,"such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema",4,"such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema",0,4,1.72
152427,8318,", indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",4,", indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",0,4,1.72
152428,8318,"indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",3,"indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",0,3,1.72
152429,8318,indeed almost never,2,indeed almost never,2,0,1.72
152430,8318,indeed almost,2,indeed almost,2,0,1.72
152431,8318,", is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",3,", is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",0,3,1.72
152432,8318,"is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",4,"is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",0,4,1.72
152433,8318,"is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema",4,"is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema",0,4,1.72
152435,8318,such high-wattage brainpower coupled with pitch-perfect acting and,3,such high-wattage brainpower coupled with pitch-perfect acting and,2,1,1.72
152443,8318,with pitch-perfect acting,4,with pitch-perfect acting,2,2,1.72
152436,8318,such high-wattage brainpower coupled with pitch-perfect acting,4,such high-wattage brainpower coupled with pitch-perfect acting,2,2,1.72
152437,8318,such high-wattage brainpower,4,such high-wattage brainpower,2,2,1.72
152438,8318,high-wattage brainpower,4,high-wattage brainpower,2,2,1.72
152439,8318,high-wattage,3,high-wattage,2,1,1.72
152440,8318,brainpower,2,brainpower,2,0,1.72
152441,8318,coupled with pitch-perfect acting,4,coupled with pitch-perfect acting,2,2,1.72
152442,8318,coupled,2,coupled,2,0,1.72
152164,8302,"... if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .",0,"... if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .",4,4,1.72
152426,8318,"Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",4,"Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",0,4,1.72
152166,8302,"if you , like me , think an action film disguised as a war tribute is disgusting to begin with",0,"if you , like me , think an action film disguised as a war tribute is disgusting to begin with",0,0,1.72
78816,4056,refreshes the mind and spirit along with the body,4,refreshes the mind and spirit along with the body,2,2,1.72
78810,4056,"This is a movie that refreshes the mind and spirit along with the body , so",4,"This is a movie that refreshes the mind and spirit along with the body , so",0,4,1.72
78811,4056,"This is a movie that refreshes the mind and spirit along with the body ,",4,"This is a movie that refreshes the mind and spirit along with the body ,",0,4,1.72
78812,4056,This is a movie that refreshes the mind and spirit along with the body,4,This is a movie that refreshes the mind and spirit along with the body,0,4,1.72
78813,4056,is a movie that refreshes the mind and spirit along with the body,4,is a movie that refreshes the mind and spirit along with the body,0,4,1.72
78814,4056,a movie that refreshes the mind and spirit along with the body,3,a movie that refreshes the mind and spirit along with the body,0,3,1.72
78815,4056,that refreshes the mind and spirit along with the body,3,that refreshes the mind and spirit along with the body,0,3,1.72
152167,8302,"you , like me , think an action film disguised as a war tribute is disgusting to begin with",1,"you , like me , think an action film disguised as a war tribute is disgusting to begin with",4,3,1.72
78808,4056,"This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .",4,"This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .",0,4,1.72
78817,4056,refreshes the mind and spirit along,4,refreshes the mind and spirit along,2,2,1.72
78818,4056,refreshes the mind and spirit,4,refreshes the mind and spirit,2,2,1.72
152186,8302,for a painful ride,0,for a painful ride,2,2,1.72
152181,8302,then you 're in for a painful ride .,1,then you 're in for a painful ride .,2,1,1.72
152182,8302,you 're in for a painful ride .,0,you 're in for a painful ride .,2,2,1.72
152183,8302,'re in for a painful ride .,1,'re in for a painful ride .,2,1,1.72
152185,8302,in for a painful ride,2,in for a painful ride,2,0,1.72
78809,4056,"This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style",4,"This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style",0,4,1.72
152184,8302,'re in for a painful ride,1,'re in for a painful ride,2,1,1.72
152172,8302,an action film disguised as a war tribute is disgusting to begin with,1,an action film disguised as a war tribute is disgusting to begin with,4,3,1.72
152168,8302,", like me , think an action film disguised as a war tribute is disgusting to begin with",1,", like me , think an action film disguised as a war tribute is disgusting to begin with",0,1,1.72
152169,8302,"like me , think an action film disguised as a war tribute is disgusting to begin with",0,"like me , think an action film disguised as a war tribute is disgusting to begin with",0,0,1.72
152170,8302,", think an action film disguised as a war tribute is disgusting to begin with",1,", think an action film disguised as a war tribute is disgusting to begin with",4,3,1.72
152171,8302,think an action film disguised as a war tribute is disgusting to begin with,0,think an action film disguised as a war tribute is disgusting to begin with,4,4,1.72
152180,8302,", then you 're in for a painful ride .",1,", then you 're in for a painful ride .",2,1,1.72
152179,8302,disgusting to begin with,0,disgusting to begin with,2,2,1.72
152178,8302,is disgusting to begin with,1,is disgusting to begin with,2,1,1.72
152177,8302,war tribute,2,war tribute,2,0,1.72
152176,8302,a war tribute,3,a war tribute,2,1,1.72
152175,8302,a war tribute is disgusting to begin with,0,a war tribute is disgusting to begin with,2,2,1.72
152174,8302,as a war tribute is disgusting to begin with,0,as a war tribute is disgusting to begin with,2,2,1.72
152173,8302,disguised as a war tribute is disgusting to begin with,1,disguised as a war tribute is disgusting to begin with,2,1,1.72
63277,3200,denying that Burns is a filmmaker with a bright future ahead of him,3,denying that Burns is a filmmaker with a bright future ahead of him,0,3,1.7142857142857142
98196,5145,"ugly , pointless , stupid",0,"ugly , pointless , stupid",2,2,1.7142857142857142
98195,5145,"ugly , pointless , stupid movie",1,"ugly , pointless , stupid movie",2,1,1.7142857142857142
98199,5145,", stupid",1,", stupid",2,1,1.7142857142857142
98198,5145,"pointless , stupid",0,"pointless , stupid",2,2,1.7142857142857142
98197,5145,", pointless , stupid",0,", pointless , stupid",2,2,1.7142857142857142
98194,5145,"An ugly , pointless , stupid movie",0,"An ugly , pointless , stupid movie",2,2,1.7142857142857142
98193,5145,"An ugly , pointless , stupid movie .",0,"An ugly , pointless , stupid movie .",2,2,1.7142857142857142
49246,2408,"its characters , its stars and its audience",2,"its characters , its stars and its audience",3,1,1.7142857142857142
61834,3125,phenomenal,4,phenomenal,2,2,1.7142857142857142
49238,2408,inhuman cinematic punishment,0,inhuman cinematic punishment,2,2,1.7142857142857142
101085,5311,... spellbinding fun and deliciously exploitative .,4,... spellbinding fun and deliciously exploitative .,2,2,1.7142857142857142
49235,2408,"Cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .",0,"Cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .",3,3,1.7142857142857142
49236,2408,Cruel and inhuman cinematic punishment,0,Cruel and inhuman cinematic punishment,2,2,1.7142857142857142
49237,2408,Cruel and,1,Cruel and,2,1,1.7142857142857142
61828,3125,"The cast is phenomenal , especially the women .",4,"The cast is phenomenal , especially the women .",2,2,1.7142857142857142
61830,3125,"is phenomenal , especially the women",4,"is phenomenal , especially the women",2,2,1.7142857142857142
61831,3125,"phenomenal , especially the women",2,"phenomenal , especially the women",2,0,1.7142857142857142
61832,3125,"phenomenal , especially",4,"phenomenal , especially",2,2,1.7142857142857142
49239,2408,inhuman,1,inhuman,2,1,1.7142857142857142
61833,3125,"phenomenal ,",4,"phenomenal ,",2,2,1.7142857142857142
49240,2408,cinematic punishment,0,cinematic punishment,2,2,1.7142857142857142
49241,2408,"... simultaneously degrades its characters , its stars and its audience .",1,"... simultaneously degrades its characters , its stars and its audience .",3,2,1.7142857142857142
49242,2408,"simultaneously degrades its characters , its stars and its audience .",0,"simultaneously degrades its characters , its stars and its audience .",3,3,1.7142857142857142
49243,2408,"degrades its characters , its stars and its audience .",0,"degrades its characters , its stars and its audience .",3,3,1.7142857142857142
49244,2408,"degrades its characters , its stars and its audience",0,"degrades its characters , its stars and its audience",3,3,1.7142857142857142
49245,2408,degrades,2,degrades,2,0,1.7142857142857142
49247,2408,"its characters , its stars and",2,"its characters , its stars and",3,1,1.7142857142857142
49248,2408,"its characters , its stars",2,"its characters , its stars",2,0,1.7142857142857142
63276,3200,no denying that Burns is a filmmaker with a bright future ahead of him,4,no denying that Burns is a filmmaker with a bright future ahead of him,3,1,1.7142857142857142
61829,3125,"is phenomenal , especially the women .",4,"is phenomenal , especially the women .",2,2,1.7142857142857142
101086,5311,spellbinding fun and deliciously exploitative .,4,spellbinding fun and deliciously exploitative .,2,2,1.7142857142857142
63278,3200,that Burns is a filmmaker with a bright future ahead of him,3,that Burns is a filmmaker with a bright future ahead of him,0,3,1.7142857142857142
63282,3200,with a bright future ahead of him,3,with a bright future ahead of him,2,1,1.7142857142857142
63281,3200,a filmmaker with a bright future ahead of him,3,a filmmaker with a bright future ahead of him,2,1,1.7142857142857142
63280,3200,is a filmmaker with a bright future ahead of him,4,is a filmmaker with a bright future ahead of him,2,2,1.7142857142857142
63284,3200,a bright future,4,a bright future,2,2,1.7142857142857142
63273,3200,There 's no denying that Burns is a filmmaker with a bright future ahead of him .,4,There 's no denying that Burns is a filmmaker with a bright future ahead of him .,1,3,1.7142857142857142
63274,3200,'s no denying that Burns is a filmmaker with a bright future ahead of him .,3,'s no denying that Burns is a filmmaker with a bright future ahead of him .,1,2,1.7142857142857142
63275,3200,'s no denying that Burns is a filmmaker with a bright future ahead of him,4,'s no denying that Burns is a filmmaker with a bright future ahead of him,3,1,1.7142857142857142
63285,3200,bright future,3,bright future,2,1,1.7142857142857142
63286,3200,bright,3,bright,2,1,1.7142857142857142
7708,312,... irritating soul-searching garbage .,0,... irritating soul-searching garbage .,2,2,1.7142857142857142
7709,312,irritating soul-searching garbage .,0,irritating soul-searching garbage .,2,2,1.7142857142857142
7710,312,irritating,0,irritating,2,2,1.7142857142857142
7711,312,soul-searching garbage .,0,soul-searching garbage .,2,2,1.7142857142857142
63279,3200,Burns is a filmmaker with a bright future ahead of him,4,Burns is a filmmaker with a bright future ahead of him,2,2,1.7142857142857142
63283,3200,a bright future ahead of him,3,a bright future ahead of him,2,1,1.7142857142857142
7712,312,soul-searching,3,soul-searching,2,1,1.7142857142857142
7713,312,garbage .,0,garbage .,2,2,1.7142857142857142
7714,312,garbage,1,garbage,2,1,1.7142857142857142
101091,5311,deliciously exploitative,3,deliciously exploitative,2,1,1.7142857142857142
101090,5311,spellbinding,4,spellbinding,2,2,1.7142857142857142
101089,5311,spellbinding fun,4,spellbinding fun,2,2,1.7142857142857142
101088,5311,spellbinding fun and,3,spellbinding fun and,2,1,1.7142857142857142
101087,5311,spellbinding fun and deliciously exploitative,4,spellbinding fun and deliciously exploitative,2,2,1.7142857142857142
114968,6122,"be delighted with the fast , funny , and even touching story",4,"be delighted with the fast , funny , and even touching story",0,4,1.7058823529411764
114962,6122,"Kids five and up will be delighted with the fast , funny , and even touching story .",4,"Kids five and up will be delighted with the fast , funny , and even touching story .",0,4,1.7058823529411764
